Country_code,Sector,stri2014,average2014,grid,stri,average,OECD
"JPN","Telecommunication",.1910002,.2288898,2024,.1813995,.2312995,
"NZL","Telecommunication",.1594894,.2288898,2024,.1882915,.2312995,
"AUT","Telecommunication",.1483946,.2288898,2024,.1883908,.2312995,
"SVN","Telecommunication",.1828258,.2288898,2024,.1976261,.2312995,
"COL","Telecommunication",.1921248,.2288898,2024,.1981327,.2312995,
"GRC","Telecommunication",.1934911,.2288898,2024,.2013515,.2312995,
"MEX","Telecommunication",.2861793,.2288898,2024,.2078736,.2312995,
"BRA","Telecommunication",.2619195,.2288898,2024,.2080014,.2312995,
"CHE","Telecommunication",.2048935,.2288898,2024,.2105139,.2312995,
"NOR","Telecommunication",.1813662,.2288898,2024,.2193016,.2312995,
"CHL","Telecommunication",.219521,.2288898,2024,.2234682,.2312995,
"BEL","Telecommunication",.1903582,.2288898,2024,.2247807,.2312995,
"TUR","Telecommunication",.2041739,.2288898,2024,.2259894,.2312995,
"ZAF","Telecommunication",.2265427,.2288898,2024,.2533308,.2312995,
"SGP","Telecommunication",.2448716,.2288898,2024,.2640731,.2312995,
"IND","Telecommunication",.2946553,.2288898,2024,.2714269,.2312995,
"KOR","Telecommunication",.3176422,.2288898,2024,.2789539,.2312995,
"CAN","Telecommunication",.304894,.2288898,2024,.2857859,.2312995,
"MYS","Telecommunication",.3646198,.2288898,2024,.2902483,.2312995,
"PHL","Telecommunication",.3417648,.2288898,2024,.2988616,.2312995,
"ISL","Telecommunication",.2670782,.2288898,2024,.3009866,.2312995,
"ISR","Telecommunication",.3894469,.2288898,2024,.3226621,.2312995,
"THA","Telecommunication",.4032603,.2288898,2024,.3595183,.2312995,
"RUS","Telecommunication",.3450104,.2288898,2024,.4348831,.2312995,
"IDN","Telecommunication",.6195393,.2288898,2024,.5715356,.2312995,
"KAZ","Telecommunication",.6324182,.2288898,2024,.5985175,.2312995,
"CHN","Telecommunication",.6348403,.2288898,2024,.5987778,.2312995,
"VNM","Telecommunication",.6726432,.2288898,2024,.7110462,.2312995,
"CHL","Air transport",.1420803,.4149182,2024,.150065,.3989413,
"GBR","Air transport",.3798711,.4149182,2024,.2016076,.3989413,
"BRA","Air transport",.5562246,.4149182,2024,.2065682,.3989413,
"PHL","Air transport",.4378332,.4149182,2024,.2181871,.3989413,
"CRI","Air transport",.2250047,.4149182,2024,.2202032,.3989413,
"COL","Air transport",.2499668,.4149182,2024,.2627,.3989413,
"AUS","Air transport",.311855,.4149182,2024,.3044274,.3989413,
"PER","Air transport",.3474282,.4149182,2024,.3474282,.3989413,
"ESP","Air transport",.3586493,.4149182,2024,.3501605,.3989413,
"NZL","Air transport",.3400005,.4149182,2024,.3649097,.3989413,
"CAN","Air transport",.3985728,.4149182,2024,.3688622,.3989413,
"DEU","Air transport",.3633976,.4149182,2024,.3729475,.3989413,
"NLD","Air transport",.37881,.4149182,2024,.3751227,.3989413,
"AUT","Air transport",.3755737,.4149182,2024,.3755737,.3989413,
"FRA","Air transport",.3851765,.4149182,2024,.379818,.3989413,
"DNK","Air transport",.3761837,.4149182,2024,.3804282,.3989413,
"IRL","Air transport",.3687561,.4149182,2024,.3825503,.3989413,
"EST","Air transport",.389978,.4149182,2024,.3852296,.3989413,
"OECD","Air transport",.3922544,.4149182,2024,,.3989413,.3898028
"MEX","Air transport",.3683051,.4149182,2024,.3910921,.3989413,
"PRT","Air transport",.4042762,.4149182,2024,.3915961,.3989413,
"ITA","Air transport",.3815423,.4149182,2024,.3921532,.3989413,
"LTU","Air transport",.3841155,.4149182,2024,.3931613,.3989413,
"GRC","Air transport",.3980158,.4149182,2024,.3943285,.3989413,
"SVN","Air transport",.3958405,.4149182,2024,.3947794,.3989413,
"CZE","Air transport",.3862907,.4149182,2024,.3958405,.3989413,
"CHN","Air transport",.4516274,.4149182,2024,.4005359,.3989413,
"SWE","Air transport",.4074595,.4149182,2024,.40165,.3989413,
"LVA","Air transport",.4032151,.4149182,2024,.4027111,.3989413,
"HUN","Air transport",.3948325,.4149182,2024,.4038783,.3989413,
"ISR","Air transport",.4112529,.4149182,2024,.4112529,.3989413,
"SVK","Air transport",.4160013,.4149182,2024,.4160013,.3989413,
"CHE","Air transport",.4085205,.4149182,2024,.4181235,.3989413,
"LUX","Air transport",.4153381,.4149182,2024,.4201395,.3989413,
"SGP","Air transport",.4138791,.4149182,2024,.4213067,.3989413,
"BEL","Air transport",.4372231,.4149182,2024,.4228188,.3989413,
"POL","Air transport",.3947264,.4149182,2024,.4228719,.3989413,
"ZAF","Air transport",.4091307,.4149182,2024,.4287344,.3989413,
"FIN","Air transport",.4233758,.4149182,2024,.4313606,.3989413,
"KAZ","Air transport",.4287874,.4149182,2024,.4368783,.3989413,
"JPN","Air transport",.4509642,.4149182,2024,.4509642,.3989413,
"IND","Air transport",.5671273,.4149182,2024,.4521315,.3989413,
"IDN","Air transport",.5031169,.4149182,2024,.4755285,.3989413,
"MYS","Air transport",.4870945,.4149182,2024,.4823461,.3989413,
"ISL","Air transport",.494018,.4149182,2024,.4839112,.3989413,
"VNM","Air transport",.5423243,.4149182,2024,.49301,.3989413,
"KOR","Air transport",.5094836,.4149182,2024,.5079184,.3989413,
"USA","Air transport",.5163541,.4149182,2024,.5163541,.3989413,
"NOR","Air transport",.5184233,.4149182,2024,.5231716,.3989413,
"TUR","Air transport",.5422182,.4149182,2024,.5518211,.3989413,
"THA","Air transport",.6026474,.4149182,2024,.5825397,.3989413,
"RUS","Air transport",.5305992,.4149182,2024,.5974481,.3989413,
"GBR","Maritime transport",.1696574,.2627542,2024,.125938,.2591598,
"JPN","Maritime transport",.141925,.2627542,2024,.1265905,.2591598,
"ESP","Maritime transport",.1438825,.2627542,2024,.1331158,.2591598,
"NLD","Maritime transport",.1347471,.2627542,2024,.1334421,.2591598,
"LVA","Maritime transport",.1393148,.2627542,2024,.1487765,.2591598,
"PRT","Maritime transport",.2052202,.2627542,2024,.1601958,.2591598,
"DEU","Maritime transport",.1491028,.2627542,2024,.1621533,.2591598,
"AUS","Maritime transport",.1911909,.2627542,2024,.1758564,.2591598,
"CAN","Maritime transport",.1908646,.2627542,2024,.1908646,.2591598,
"FRA","Maritime transport",.2016313,.2627542,2024,.1977161,.2591598,
"IRL","Maritime transport",.1892333,.2627542,2024,.2022838,.2591598,
"POL","Maritime transport",.1582382,.2627542,2024,.2068516,.2591598,
"NZL","Maritime transport",.1823817,.2627542,2024,.2094617,.2591598,
"LTU","Maritime transport",.1797716,.2627542,2024,.2101142,.2591598,
"CHL","Maritime transport",.1755302,.2627542,2024,.211093,.2591598,
"CHN","Maritime transport",.3477977,.2627542,2024,.2120718,.2591598,
"ZAF","Maritime transport",.1840131,.2627542,2024,.2182708,.2591598,
"NOR","Maritime transport",.2016313,.2627542,2024,.2205547,.2591598,
"OECD","Maritime transport",.2269882,.2627542,2024,,.2591598,.2316272
"DNK","Maritime transport",.1967373,.2627542,2024,.2336052,.2591598,
"SGP","Maritime transport",.2391517,.2627542,2024,.239478,.2591598,
"TUR","Maritime transport",.2199021,.2627542,2024,.2460032,.2591598,
"BEL","Maritime transport",.2450245,.2627542,2024,.2508972,.2591598,
"ITA","Maritime transport",.2531811,.2627542,2024,.2531811,.2591598,
"FIN","Maritime transport",.2473083,.2627542,2024,.2590538,.2591598,
"CRI","Maritime transport",.2721044,.2627542,2024,.2626427,.2591598,
"COL","Maritime transport",.2290375,.2627542,2024,.2681892,.2591598,
"MEX","Maritime transport",.2701468,.2627542,2024,.2737357,.2591598,
"BRA","Maritime transport",.3699837,.2627542,2024,.2809136,.2591598,
"EST","Maritime transport",.285155,.2627542,2024,.2815661,.2591598,
"PER","Maritime transport",.2991843,.2627542,2024,.2838499,.2591598,
"IND","Maritime transport",.355628,.2627542,2024,.302447,.2591598,
"ISR","Maritime transport",.2907014,.2627542,2024,.3060359,.2591598,
"KOR","Maritime transport",.3539967,.2627542,2024,.3066884,.2591598,
"MYS","Maritime transport",.3119087,.2627542,2024,.3083197,.2591598,
"PHL","Maritime transport",.4636215,.2627542,2024,.3125612,.2591598,
"ISL","Maritime transport",.3305057,.2627542,2024,.3187602,.2591598,
"SWE","Maritime transport",.2942904,.2627542,2024,.3190864,.2591598,
"GRC","Maritime transport",.3367047,.2627542,2024,.3200653,.2591598,
"KAZ","Maritime transport",.3327896,.2627542,2024,.3373572,.2591598,
"SVN","Maritime transport",.3285481,.2627542,2024,.3415987,.2591598,
"USA","Maritime transport",.3559543,.2627542,2024,.3559543,.2591598,
"VNM","Maritime transport",.3396411,.2627542,2024,.4009787,.2591598,
"THA","Maritime transport",.4659054,.2627542,2024,.4205546,.2591598,
"IDN","Maritime transport",.5047308,.2627542,2024,.4512235,.2591598,
"RUS","Maritime transport",.3817292,.2627542,2024,.5096248,.2591598,
"NLD","Rail freight transport",.0841664,.3130229,2024,.0935182,.3133325,
"PRT","Rail freight transport",.1502741,.3130229,2024,.1173815,.3133325,
"CAN","Rail freight transport",.1257659,.3130229,2024,.1257659,.3133325,
"AUS","Rail freight transport",.158336,.3130229,2024,.1415672,.3133325,
"LUX","Rail freight transport",.1702677,.3130229,2024,.1428571,.3133325,
"USA","Rail freight transport",.1431796,.3130229,2024,.1431796,.3133325,
"JPN","Rail freight transport",.1647856,.3130229,2024,.1480168,.3133325,
"GBR","Rail freight transport",.1551113,.3130229,2024,.1483392,.3133325,
"CZE","Rail freight transport",.1428571,.3130229,2024,.1567236,.3133325,
"ESP","Rail freight transport",.1557562,.3130229,2024,.158981,.3133325,
"GRC","Rail freight transport",.1844566,.3130229,2024,.1631732,.3133325,
"DEU","Rail freight transport",.1554337,.3130229,2024,.1663979,.3133325,
"IRL","Rail freight transport",.158981,.3130229,2024,.1699452,.3133325,
"AUT","Rail freight transport",.17188,.3130229,2024,.17188,.3133325,
"DNK","Rail freight transport",.1625282,.3130229,2024,.1722025,.3133325,
"LTU","Rail freight transport",.1486617,.3130229,2024,.1783296,.3133325,
"SVK","Rail freight transport",.1557562,.3130229,2024,.178652,.3133325,
"PER","Rail freight transport",.1802644,.3130229,2024,.1802644,.3133325,
"ITA","Rail freight transport",.1892938,.3130229,2024,.1892938,.3133325,
"CHL","Rail freight transport",.1751048,.3130229,2024,.1954208,.3133325,
"POL","Rail freight transport",.1696227,.3130229,2024,.1960658,.3133325,
"BEL","Rail freight transport",.2234763,.3130229,2024,.2015479,.3133325,
"FRA","Rail freight transport",.2012254,.3130229,2024,.2018704,.3133325,
"LVA","Rail freight transport",.1963883,.3130229,2024,.2025153,.3133325,
"HUN","Rail freight transport",.1744599,.3130229,2024,.2041277,.3133325,
"COL","Rail freight transport",.1905837,.3130229,2024,.2060626,.3133325,
"BRA","Rail freight transport",.2637859,.3130229,2024,.2118672,.3133325,
"TUR","Rail freight transport",.1831667,.3130229,2024,.2150919,.3133325,
"NZL","Rail freight transport",.1847791,.3130229,2024,.2183167,.3133325,
"EST","Rail freight transport",.2083199,.3130229,2024,.2244437,.3133325,
"SVN","Rail freight transport",.2134795,.3130229,2024,.2244437,.3133325,
"NOR","Rail freight transport",.2641084,.3130229,2024,.2302483,.3133325,
"CHN","Rail freight transport",.3347307,.3130229,2024,.2325056,.3133325,
"OECD","Rail freight transport",.2283396,.3130229,2024,,.3133325,.2325056
"SWE","Rail freight transport",.2225089,.3130229,2024,.2454047,.3133325,
"FIN","Rail freight transport",.2331506,.3130229,2024,.2492744,.3133325,
"CHE","Rail freight transport",.2447598,.3130229,2024,.2508868,.3133325,
"IDN","Rail freight transport",.3060303,.3130229,2024,.255724,.3133325,
"ZAF","Rail freight transport",.2286359,.3130229,2024,.2670107,.3133325,
"CRI","Rail freight transport",.2850693,.3130229,2024,.2789423,.3133325,
"MEX","Rail freight transport",.3008707,.3130229,2024,.2918413,.3133325,
"MYS","Rail freight transport",.316672,.3130229,2024,.3118349,.3133325,
"VNM","Rail freight transport",.3511771,.3130229,2024,.3779427,.3133325,
"RUS","Rail freight transport",.9929443,.3130229,2024,.99426,.3133325,
"ISR","Rail freight transport",1,.3130229,2024,1,.3133325,
"THA","Rail freight transport",1,.3130229,2024,1,.3133325,
"KOR","Rail freight transport",1,.3130229,2024,1,.3133325,
"IND","Rail freight transport",1,.3130229,2024,1,.3133325,
"KAZ","Rail freight transport",1,.3130229,2024,1,.3133325,
"PHL","Rail freight transport",1,.3130229,2024,1,.3133325,
"JPN","Road freight transport",.0950039,.2110461,2024,.081284,.2133505,
"AUS","Road freight transport",.1255501,.2110461,2024,.1118302,.2133505,
"CZE","Road freight transport",.1036759,.2110461,2024,.1289153,.2133505,
"CHN","Road freight transport",.1764173,.2110461,2024,.1327984,.2133505,
"CHL","Road freight transport",.144059,.2110461,2024,.1386228,.2133505,
"NZL","Road freight transport",.1265855,.2110461,2024,.1540254,.2133505,
"CAN","Road freight transport",.156614,.2110461,2024,.156614,.2133505,
"ESP","Road freight transport",.156614,.2110461,2024,.1571318,.2133505,
"PRT","Road freight transport",.1830184,.2110461,2024,.1579084,.2133505,
"SGP","Road freight transport",.1641211,.2110461,2024,.158685,.2133505,
"NLD","Road freight transport",.1501424,.2110461,2024,.1606265,.2133505,
"ZAF","Road freight transport",.1179135,.2110461,2024,.1606265,.2133505,
"LVA","Road freight transport",.1550608,.2110461,2024,.1650272,.2133505,
"SVK","Road freight transport",.1550608,.2110461,2024,.1787471,.2133505,
"GBR","Road freight transport",.1878074,.2110461,2024,.1812063,.2133505,
"KOR","Road freight transport",.1897489,.2110461,2024,.1831478,.2133505,
"PHL","Road freight transport",.3414445,.2110461,2024,.1839244,.2133505,
"EST","Road freight transport",.1809475,.2110461,2024,.1843127,.2133505,
"IRL","Road freight transport",.1590732,.2110461,2024,.1843127,.2133505,
"IND","Road freight transport",.202045,.2110461,2024,.1853482,.2133505,
"LUX","Road freight transport",.1800414,.2110461,2024,.1900078,.2133505,
"COL","Road freight transport",.1724049,.2110461,2024,.1922081,.2133505,
"LTU","Road freight transport",.1632151,.2110461,2024,.1935025,.2133505,
"POL","Road freight transport",.1670981,.2110461,2024,.1968677,.2133505,
"ITA","Road freight transport",.2019156,.2110461,2024,.2019156,.2133505,
"DEU","Road freight transport",.1774528,.2110461,2024,.2026922,.2133505,
"ISR","Road freight transport",.1898783,.2110461,2024,.2035982,.2133505,
"OECD","Road freight transport",.1955972,.2110461,2024,,.2133505,.2047631
"USA","Road freight transport",.2085167,.2110461,2024,.2085167,.2133505,
"PER","Road freight transport",.2117525,.2110461,2024,.2117525,.2133505,
"AUT","Road freight transport",.2158944,.2110461,2024,.2158944,.2133505,
"HUN","Road freight transport",.187678,.2110461,2024,.2179653,.2133505,
"SWE","Road freight transport",.1957028,.2110461,2024,.2193891,.2133505,
"GRC","Road freight transport",.2237898,.2110461,2024,.220554,.2133505,
"KAZ","Road freight transport",.2429459,.2110461,2024,.2208128,.2133505,
"FRA","Road freight transport",.2180947,.2110461,2024,.2213306,.2133505,
"BRA","Road freight transport",.2297437,.2110461,2024,.222366,.2133505,
"SVN","Road freight transport",.1985503,.2110461,2024,.2237898,.2133505,
"DNK","Road freight transport",.1945379,.2110461,2024,.2258607,.2133505,
"CHE","Road freight transport",.2173181,.2110461,2024,.2272845,.2133505,
"BEL","Road freight transport",.225343,.2110461,2024,.2290965,.2133505,
"FIN","Road freight transport",.2280611,.2110461,2024,.2451463,.2133505,
"TUR","Road freight transport",.229226,.2110461,2024,.2473466,.2133505,
"IDN","Road freight transport",.3256536,.2110461,2024,.2653378,.2133505,
"NOR","Road freight transport",.2587367,.2110461,2024,.2724566,.2133505,
"MYS","Road freight transport",.2989904,.2110461,2024,.2837173,.2133505,
"CRI","Road freight transport",.3013202,.2110461,2024,.2913539,.2133505,
"VNM","Road freight transport",.3062387,.2110461,2024,.3046855,.2133505,
"ISL","Road freight transport",.3466218,.2110461,2024,.3329019,.2133505,
"RUS","Road freight transport",.2381569,.2110461,2024,.3648719,.2133505,
"THA","Road freight transport",.4906808,.2110461,2024,.4135387,.2133505,
"MEX","Road freight transport",.462335,.2110461,2024,.4776081,.2133505,
"NLD","Broadcasting",.0976008,.2919335,2025,.1027603,.3038535,
"USA","Broadcasting",.1134233,.2919335,2025,.1134233,.3038535,
"PRT","Broadcasting",.1392209,.2919335,2025,.1203027,.3038535,
"LUX","Broadcasting",.1335454,.2919335,2025,.1574512,.3038535,
"DEU","Broadcasting",.1511738,.2919335,2025,.1610629,.3038535,
"LTU","Broadcasting",.1479061,.2919335,2025,.169834,.3038535,
"NZL","Broadcasting",.1427466,.2919335,2025,.1706939,.3038535,
"GBR","Broadcasting",.1638146,.2919335,2025,.1737037,.3038535,
"CZE","Broadcasting",.1392209,.2919335,2025,.1780033,.3038535,
"DNK","Broadcasting",.1770574,.2919335,2025,.1820449,.3038535,
"FRA","Broadcasting",.181013,.2919335,2025,.1840227,.3038535,
"LVA","Broadcasting",.170092,.2919335,2025,.1890102,.3038535,
"ESP","Broadcasting",.1777453,.2919335,2025,.1906441,.3038535,
"SWE","Broadcasting",.1948577,.2919335,2025,.1948577,.3038535,
"EST","Broadcasting",.2007911,.2919335,2025,.1977814,.3038535,
"IRL","Broadcasting",.1681142,.2919335,2025,.1999312,.3038535,
"HUN","Broadcasting",.149196,.2919335,2025,.2072405,.3038535,
"SVK","Broadcasting",.180841,.2919335,2025,.2097343,.3038535,
"SVN","Broadcasting",.202081,.2919335,2025,.2119701,.3038535,
"CRI","Broadcasting",.2177316,.2919335,2025,.212744,.3038535,
"BEL","Broadcasting",.2068106,.2919335,2025,.2157537,.3038535,
"GRC","Broadcasting",.2218591,.2919335,2025,.2208273,.3038535,
"AUS","Broadcasting",.2284805,.2919335,2025,.2245249,.3038535,
"FIN","Broadcasting",.2107662,.2919335,2025,.2366498,.3038535,
"ITA","Broadcasting",.2197953,.2919335,2025,.2387136,.3038535,
"NOR","Broadcasting",.2166996,.2919335,2025,.2455069,.3038535,
"OECD","Broadcasting",.2549264,.2919335,2025,,.3038535,.2662001
"CHL","Broadcasting",.2917706,.2919335,2025,.3007998,.3038535,
"JPN","Broadcasting",.3080231,.2919335,2025,.3080231,.3038535,
"AUT","Broadcasting",.3113768,.2919335,2025,.3113768,.3038535,
"CAN","Broadcasting",.3217818,.2919335,2025,.3217818,.3038535,
"IND","Broadcasting",.3485253,.2919335,2025,.3383782,.3038535,
"ISR","Broadcasting",.3281452,.2919335,2025,.3470634,.3038535,
"SGP","Broadcasting",.3538567,.2919335,2025,.3538567,.3038535,
"MYS","Broadcasting",.3640038,.2919335,2025,.3541147,.3038535,
"VNM","Broadcasting",.3559206,.2919335,2025,.3559206,.3038535,
"POL","Broadcasting",.3559206,.2919335,2025,.3699373,.3038535,
"KOR","Broadcasting",.4170608,.2919335,2025,.3762146,.3038535,
"ZAF","Broadcasting",.3678735,.2919335,2025,.3777625,.3038535,
"CHE","Broadcasting",.351277,.2919335,2025,.3801703,.3038535,
"THA","Broadcasting",.4628085,.2919335,2025,.382922,.3038535,
"ISL","Broadcasting",.3973686,.2919335,2025,.383352,.3038535,
"IDN","Broadcasting",.4411385,.2919335,2025,.3979706,.3038535,
"KAZ","Broadcasting",.3988305,.2919335,2025,.4321094,.3038535,
"BRA","Broadcasting",.4763092,.2919335,2025,.4492218,.3038535,
"RUS","Broadcasting",.2255568,.2919335,2025,.5025368,.3038535,
"TUR","Broadcasting",.4626365,.2919335,2025,.5034826,.3038535,
"PER","Broadcasting",.5841431,.2919335,2025,.5891306,.3038535,
"PHL","Broadcasting",.6131223,.2919335,2025,.6131223,.3038535,
"CHN","Broadcasting",.6045232,.2919335,2025,.6184539,.3038535,
"MEX","Broadcasting",.5962679,.2919335,2025,.6263651,.3038535,
"COL","Broadcasting",.6347923,.2919335,2025,.6309227,.3038535,
"JPN","Motion pictures",.0660922,.1905027,2025,.0521884,.1963543,
"PRT","Motion pictures",.0931166,.1905027,2025,.0784295,.1963543,
"NLD","Motion pictures",.0852835,.1905027,2025,.0873397,.1963543,
"ESP","Motion pictures",.0958582,.1905027,2025,.0985998,.1963543,
"CZE","Motion pictures",.0791148,.1905027,2025,.1034955,.1963543,
"USA","Motion pictures",.1170077,.1905027,2025,.1114266,.1963543,
"LVA","Motion pictures",.1034955,.1905027,2025,.116714,.1963543,
"SVK","Motion pictures",.1090767,.1905027,2025,.1222951,.1963543,
"DEU","Motion pictures",.1009498,.1905027,2025,.1253305,.1963543,
"ZAF","Motion pictures",.1199452,.1905027,2025,.1311074,.1963543,
"DNK","Motion pictures",.1069225,.1905027,2025,.1341428,.1963543,
"EST","Motion pictures",.1605797,.1905027,2025,.1410947,.1963543,
"CRI","Motion pictures",.1436405,.1905027,2025,.1436405,.1963543,
"NZL","Motion pictures",.1434446,.1905027,2025,.1461862,.1963543,
"IRL","Motion pictures",.1070205,.1905027,2025,.1508861,.1963543,
"GBR","Motion pictures",.1557818,.1905027,2025,.1529423,.1963543,
"GRC","Motion pictures",.1529423,.1905027,2025,.1549985,.1963543,
"LTU","Motion pictures",.1197493,.1905027,2025,.1598943,.1963543,
"SWE","Motion pictures",.1480466,.1905027,2025,.161265,.1963543,
"LUX","Motion pictures",.1532361,.1905027,2025,.161363,.1963543,
"POL","Motion pictures",.1285616,.1905027,2025,.163615,.1963543,
"AUT","Motion pictures",.1550964,.1905027,2025,.1683149,.1963543,
"CHL","Motion pictures",.1534319,.1905027,2025,.1701753,.1963543,
"OECD","Motion pictures",.1596407,.1905027,2025,,.1963543,.1711594
"AUS","Motion pictures",.1468716,.1905027,2025,.1726231,.1963543,
"ISR","Motion pictures",.172721,.1905027,2025,.172721,.1963543,
"NOR","Motion pictures",.163615,.1905027,2025,.1856457,.1963543,
"SGP","Motion pictures",.2009204,.1905027,2025,.1870165,.1963543,
"FIN","Motion pictures",.1459904,.1905027,2025,.1939685,.1963543,
"BEL","Motion pictures",.1940664,.1905027,2025,.1947518,.1963543,
"KOR","Motion pictures",.2270635,.1905027,2025,.1964163,.1963543,
"SVN","Motion pictures",.1782042,.1905027,2025,.1974934,.1963543,
"MYS","Motion pictures",.2199158,.1905027,2025,.2087535,.1963543,
"CAN","Motion pictures",.2159013,.1905027,2025,.2159013,.1963543,
"ITA","Motion pictures",.1927935,.1905027,2025,.2199158,.1963543,
"HUN","Motion pictures",.1490258,.1905027,2025,.2200137,.1963543,
"PER","Motion pictures",.1726231,.1905027,2025,.2238324,.1963543,
"FRA","Motion pictures",.233428,.1905027,2025,.2257906,.1963543,
"PHL","Motion pictures",.2472339,.1905027,2025,.227749,.1963543,
"CHE","Motion pictures",.2028787,.1905027,2025,.230001,.1963543,
"IND","Motion pictures",.212768,.1905027,2025,.2445902,.1963543,
"COL","Motion pictures",.2292177,.1905027,2025,.245961,.1963543,
"IDN","Motion pictures",.4905513,.1905027,2025,.2602565,.1963543,
"KAZ","Motion pictures",.2832664,.1905027,2025,.2636836,.1963543,
"MEX","Motion pictures",.2549691,.1905027,2025,.2661314,.1963543,
"TUR","Motion pictures",.2462548,.1905027,2025,.2795457,.1963543,
"THA","Motion pictures",.3486732,.1905027,2025,.2873788,.1963543,
"ISL","Motion pictures",.3473024,.1905027,2025,.3262509,.1963543,
"VNM","Motion pictures",.3350632,.1905027,2025,.3299716,.1963543,
"BRA","Motion pictures",.3721727,.1905027,2025,.3360423,.1963543,
"RUS","Motion pictures",.2489964,.1905027,2025,.3751101,.1963543,
"CHN","Motion pictures",.5156173,.1905027,2025,.5163028,.1963543,
"JPN","Sound recording",.0611056,.1878759,2025,.0484669,.1944691,
"ESP","Sound recording",.0820969,.1878759,2025,.0764919,.1944691,
"NLD","Sound recording",.0993516,.1878759,2025,.0986922,.1944691,
"LVA","Sound recording",.0857237,.1878759,2025,.1033081,.1944691,
"CZE","Sound recording",.0858336,.1878759,2025,.1124299,.1944691,
"DEU","Sound recording",.0863831,.1878759,2025,.1129794,.1944691,
"PRT","Sound recording",.1397956,.1878759,2025,.1210023,.1944691,
"LTU","Sound recording",.1038576,.1878759,2025,.1305638,.1944691,
"GBR","Sound recording",.1478184,.1878759,2025,.1330916,.1944691,
"USA","Sound recording",.1374876,.1878759,2025,.1374876,.1944691,
"SVK","Sound recording",.1200132,.1878759,2025,.1375975,.1944691,
"LUX","Sound recording",.131443,.1878759,2025,.1424332,.1944691,
"CRI","Sound recording",.1616661,.1878759,2025,.1440818,.1944691,
"EST","Sound recording",.1530938,.1878759,2025,.1489175,.1944691,
"FRA","Sound recording",.1613364,.1878759,2025,.1528739,.1944691,
"ZAF","Sound recording",.1461699,.1878759,2025,.1551819,.1944691,
"SWE","Sound recording",.138257,.1878759,2025,.1558413,.1944691,
"POL","Sound recording",.1038576,.1878759,2025,.1614463,.1944691,
"DNK","Sound recording",.1286955,.1878759,2025,.1700187,.1944691,
"CHL","Sound recording",.1430926,.1878759,2025,.1704583,.1944691,
"NZL","Sound recording",.158369,.1878759,2025,.1746346,.1944691,
"OECD","Sound recording",.1631089,.1878759,2025,,.1944691,.1747078
"SGP","Sound recording",.175294,.1878759,2025,.175294,.1944691,
"IRL","Sound recording",.1271568,.1878759,2025,.1755138,.1944691,
"KOR","Sound recording",.2072755,.1878759,2025,.1765029,.1944691,
"FIN","Sound recording",.1565007,.1878759,2025,.1776019,.1944691,
"GRC","Sound recording",.1699088,.1878759,2025,.1868337,.1944691,
"CAN","Sound recording",.1873832,.1878759,2025,.1873832,.1944691,
"MYS","Sound recording",.1970546,.1878759,2025,.1880426,.1944691,
"IND","Sound recording",.176393,.1878759,2025,.1972744,.1944691,
"AUT","Sound recording",.1803495,.1878759,2025,.1979339,.1944691,
"AUS","Sound recording",.1604572,.1878759,2025,.2005715,.1944691,
"SVN","Sound recording",.1849654,.1878759,2025,.2049676,.1944691,
"MEX","Sound recording",.2001319,.1878759,2025,.2091439,.1944691,
"NOR","Sound recording",.2032091,.1878759,2025,.2092538,.1944691,
"IDN","Sound recording",.448291,.1878759,2025,.2139796,.1944691,
"BRA","Sound recording",.2654138,.1878759,2025,.2181558,.1944691,
"CHE","Sound recording",.2028794,.1878759,2025,.2204638,.1944691,
"BEL","Sound recording",.2289262,.1878759,2025,.2239807,.1944691,
"COL","Sound recording",.2018903,.1878759,2025,.229256,.1944691,
"HUN","Sound recording",.1663919,.1878759,2025,.2366194,.1944691,
"PHL","Sound recording",.2636554,.1878759,2025,.2418947,.1944691,
"TUR","Sound recording",.2379382,.1878759,2025,.2425541,.1944691,
"ISR","Sound recording",.2468403,.1878759,2025,.2468403,.1944691,
"KAZ","Sound recording",.2627761,.1878759,2025,.2483789,.1944691,
"ITA","Sound recording",.2327728,.1878759,2025,.2629959,.1944691,
"VNM","Sound recording",.2669524,.1878759,2025,.2669524,.1944691,
"PER","Sound recording",.2521156,.1878759,2025,.2762941,.1944691,
"THA","Sound recording",.3423453,.1878759,2025,.2900319,.1944691,
"ISL","Sound recording",.3733377,.1878759,2025,.3504781,.1944691,
"RUS","Sound recording",.2315639,.1878759,2025,.4186174,.1944691,
"CHN","Sound recording",.4808221,.1878759,2025,.4758765,.1944691,
"NLD","Construction",.1276427,.2216366,2025,.1085767,.2260565,
"JPN","Construction",.1270729,.2216366,2025,.1152711,.2260565,
"ESP","Construction",.1370434,.2216366,2025,.1205616,.2260565,
"GBR","Construction",.1677282,.2216366,2025,.1253027,.2260565,
"PRT","Construction",.233391,.2216366,2025,.1268288,.2260565,
"LVA","Construction",.127134,.2216366,2025,.1363516,.2260565,
"DEU","Construction",.1361685,.2216366,2025,.1530776,.2260565,
"CRI","Construction",.1778411,.2216366,2025,.1595279,.2260565,
"ZAF","Construction",.1433513,.2216366,2025,.1601384,.2260565,
"CZE","Construction",.1435548,.2216366,2025,.1695595,.2260565,
"FRA","Construction",.1721437,.2216366,2025,.1770678,.2260565,
