cou,Sector_name,stri_score,all_average,Grid,country_code,Restriction_on_foreign_entry,Restrictions_movement_people,Other_discriminatory_measures,Barriers_to_competition,Regulatory_transparency,grid,filter
"","",.1257659,,"","Americas CAN",.0503064,.013544,.0245082,.027733,.0096743,"Least restricted in NLD is Rail freight transport vs World","NLD 2024"
"","",.1415672,,"","Asia-Pacific AUS",.0838439,.020316,0,.027733,.0096743,"Least restricted in NLD is Rail freight transport vs World","NLD 2024"
"","",.2197957,,"","Europe NOR",.1087262,.0773268,.0121848,.0082482,.0133096,"Least restricted in NOR is Legal services vs World","NOR 2024"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in NOR is Legal services vs World","NOR 2024"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in NOR is Legal services vs World","NOR 2024"
"","",.1469679,,"","Asia-Pacific AUS",.0951354,.0210891,0,.0041241,.0266192,"Least restricted in NOR is Legal services vs World","NOR 2024"
"","",.1152873,,"","Europe LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in NOR is Legal services vs World","NOR 2024"
"","",.1796868,,"","Asia-Pacific NZL",.112946,.0149739,.0099256,.0123214,.02952,"Least restricted in NZL is Broadcasting vs World","NZL 2024"
"","",.3947121,,"","Africa ZAF",.3011894,.0059896,.0198511,.0184821,.0492,"Least restricted in NZL is Broadcasting vs World","NZL 2024"
"","",.1128604,,"","Americas USA",.056473,.0119791,.0148883,0,.02952,"Least restricted in NZL is Broadcasting vs World","NZL 2024"
"","",.1197057,,"","Europe PRT",.056473,.0089843,.0099256,.0246428,.01968,"Least restricted in NZL is Broadcasting vs World","NZL 2024"
"","",.1438748,,"","Americas PER",.0679539,.0421783,.0121848,.0082482,.0133096,"Least restricted in PER is Legal services vs World","PER 2024"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in PER is Legal services vs World","PER 2024"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in PER is Legal services vs World","PER 2024"
"","",.1469679,,"","Asia-Pacific AUS",.0951354,.0210891,0,.0041241,.0266192,"Least restricted in PER is Legal services vs World","PER 2024"
"","",.1152873,,"","Europe LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in PER is Legal services vs World","PER 2024"
"","",.2181871,,"","Asia-Pacific PHL",.0297106,.0127331,.0336101,.1326366,.0094968,"Least restricted in PHL is Air transport vs World","PHL 2024"
"","",.4287344,,"","Africa ZAF",.2451123,.0084887,.0288087,.1273311,.0189936,"Least restricted in PHL is Air transport vs World","PHL 2024"
"","",.150065,,"","Americas CHL",.0148553,.0254662,0,.0954983,.0142452,"Least restricted in PHL is Air transport vs World","PHL 2024"
"","",.2016076,,"","Europe GBR",.0594212,.0169775,.0096029,.1061092,.0094968,"Least restricted in PHL is Air transport vs World","PHL 2024"
"","",.1407151,,"","Europe POL",.0384029,.0270023,.0337222,.0191081,.0224797,"Least restricted in POL is Telecommunication vs World","POL 2024"
"","",.2533308,,"","Africa ZAF",.1248094,.0090008,.0281018,.0764323,.0149865,"Least restricted in POL is Telecommunication vs World","POL 2024"
"","",.14539,,"","Americas USA",.0384029,.0180015,.0337222,.0477702,.0074932,"Least restricted in POL is Telecommunication vs World","POL 2024"
"","",.154797,,"","Asia-Pacific AUS",.0864065,.0135011,.0112407,.0286621,.0149865,"Least restricted in POL is Telecommunication vs World","POL 2024"
"","",.0909985,,"","Europe ESP",.0288022,0,.0281018,.0191081,.0149865,"Least restricted in POL is Telecommunication vs World","POL 2024"
"","",.1173815,,"","Europe PRT",.0335376,.020316,.0122541,.0415995,.0096743,"Least restricted in PRT is Rail freight transport vs World","PRT 2024"
"","",.2670107,,"","Africa ZAF",.1006127,.013544,.0183812,.1247984,.0096743,"Least restricted in PRT is Rail freight transport vs World","PRT 2024"
"","",.1257659,,"","Americas CAN",.0503064,.013544,.0245082,.027733,.0096743,"Least restricted in PRT is Rail freight transport vs World","PRT 2024"
"","",.1415672,,"","Asia-Pacific AUS",.0838439,.020316,0,.027733,.0096743,"Least restricted in PRT is Rail freight transport vs World","PRT 2024"
"","",.0935182,,"","Europe NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in PRT is Rail freight transport vs World","PRT 2024"
"","",.2649733,,"","Europe RUS",.1494986,.0562377,.0243697,.0082482,.0266192,"Least restricted in RUS is Legal services vs World","RUS 2024"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in RUS is Legal services vs World","RUS 2024"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in RUS is Legal services vs World","RUS 2024"
"","",.1469679,,"","Asia-Pacific AUS",.0951354,.0210891,0,.0041241,.0266192,"Least restricted in RUS is Legal services vs World","RUS 2024"
"","",.1152873,,"","Europe LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in RUS is Legal services vs World","RUS 2024"
"","",.1942174,,"","Asia-Pacific SGP",.1044505,.0738722,.0113533,.0045413,0,"Least restricted in SGP is Accounting services vs World","SGP 2024"
"","",.2523463,,"","Africa ZAF",.1148955,.0738722,.0340599,0,.0295186,"Least restricted in SGP is Accounting services vs World","SGP 2024"
"","",.1058129,,"","Americas CHL",.0208901,.0554042,0,0,.0295186,"Least restricted in SGP is Accounting services vs World","SGP 2024"
"","",.1450197,,"","Asia-Pacific JPN",.0731153,.0461701,.0113533,.0045413,.0098395,"Least restricted in SGP is Accounting services vs World","SGP 2024"
"","",.1336664,,"","Europe CZE",.0313351,.0554042,.0227066,.0045413,.0196791,"Least restricted in SGP is Accounting services vs World","SGP 2024"
"","",.1459279,,"","Europe SVK",.0522252,.0369361,.0227066,.0045413,.0295186,"Least restricted in SVK is Accounting services vs World","SVK 2024"
"","",.2523463,,"","Africa ZAF",.1148955,.0738722,.0340599,0,.0295186,"Least restricted in SVK is Accounting services vs World","SVK 2024"
"","",.1058129,,"","Americas CHL",.0208901,.0554042,0,0,.0295186,"Least restricted in SVK is Accounting services vs World","SVK 2024"
"","",.1450197,,"","Asia-Pacific JPN",.0731153,.0461701,.0113533,.0045413,.0098395,"Least restricted in SVK is Accounting services vs World","SVK 2024"
"","",.1336664,,"","Europe CZE",.0313351,.0554042,.0227066,.0045413,.0196791,"Least restricted in SVK is Accounting services vs World","SVK 2024"
"","",.1335501,,"","Europe SVN",.082111,.0242704,.0057967,.0163315,.0050406,"Least restricted in SVN is Insurance vs World","SVN 2024"
"","",.1477897,,"","Africa ZAF",.1094813,.0107868,.0115933,.0108876,.0050406,"Least restricted in SVN is Insurance vs World","SVN 2024"
"","",.1499068,,"","Americas CHL",.0912344,.018877,.0028983,.0217753,.0151217,"Least restricted in SVN is Insurance vs World","SVN 2024"
"","",.1102626,,"","Asia-Pacific JPN",.0364938,.0080901,.0057967,.059882,0,"Least restricted in SVN is Insurance vs World","SVN 2024"
"","",.0588487,,"","Europe EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in SVN is Insurance vs World","SVN 2024"
"","",.1467804,,"","Europe SWE",.0951354,.0281188,.0060924,.0041241,.0133096,"Least restricted in SWE is Legal services vs World","SWE 2024"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in SWE is Legal services vs World","SWE 2024"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in SWE is Legal services vs World","SWE 2024"
"","",.1469679,,"","Asia-Pacific AUS",.0951354,.0210891,0,.0041241,.0266192,"Least restricted in SWE is Legal services vs World","SWE 2024"
"","",.1152873,,"","Europe LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in SWE is Legal services vs World","SWE 2024"
"","",.3760589,,"","Asia-Pacific THA",.282365,.0209635,.0148883,.0184821,.03936,"Least restricted in THA is Broadcasting vs World","THA 2024"
"","",.3947121,,"","Africa ZAF",.3011894,.0059896,.0198511,.0184821,.0492,"Least restricted in THA is Broadcasting vs World","THA 2024"
"","",.1128604,,"","Americas USA",.056473,.0119791,.0148883,0,.02952,"Least restricted in THA is Broadcasting vs World","THA 2024"
"","",.1796868,,"","Asia-Pacific NZL",.112946,.0149739,.0099256,.0123214,.02952,"Least restricted in THA is Broadcasting vs World","THA 2024"
"","",.1197057,,"","Europe PRT",.056473,.0089843,.0099256,.0246428,.01968,"Least restricted in THA is Broadcasting vs World","THA 2024"
"","",.2150919,,"","Asia-Pacific TUR",.0838439,.03386,.0183812,.0693325,.0096743,"Least restricted in TUR is Rail freight transport vs World","TUR 2024"
"","",.2670107,,"","Africa ZAF",.1006127,.013544,.0183812,.1247984,.0096743,"Least restricted in TUR is Rail freight transport vs World","TUR 2024"
"","",.1257659,,"","Americas CAN",.0503064,.013544,.0245082,.027733,.0096743,"Least restricted in TUR is Rail freight transport vs World","TUR 2024"
"","",.1415672,,"","Asia-Pacific AUS",.0838439,.020316,0,.027733,.0096743,"Least restricted in TUR is Rail freight transport vs World","TUR 2024"
"","",.0935182,,"","Europe NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in TUR is Rail freight transport vs World","TUR 2024"
"","",.1128604,,"","Americas USA",.056473,.0119791,.0148883,0,.02952,"Least restricted in USA is Broadcasting vs World","USA 2024"
"","",.3947121,,"","Africa ZAF",.3011894,.0059896,.0198511,.0184821,.0492,"Least restricted in USA is Broadcasting vs World","USA 2024"
"","",.1796868,,"","Asia-Pacific NZL",.112946,.0149739,.0099256,.0123214,.02952,"Least restricted in USA is Broadcasting vs World","USA 2024"
"","",.1197057,,"","Europe PRT",.056473,.0089843,.0099256,.0246428,.01968,"Least restricted in USA is Broadcasting vs World","USA 2024"
"","",.271874,,"","Asia-Pacific VNM",.1357856,.0831063,.0340599,.0090827,.0098395,"Least restricted in VNM is Accounting services vs World","VNM 2024"
"","",.2523463,,"","Africa ZAF",.1148955,.0738722,.0340599,0,.0295186,"Least restricted in VNM is Accounting services vs World","VNM 2024"
"","",.1058129,,"","Americas CHL",.0208901,.0554042,0,0,.0295186,"Least restricted in VNM is Accounting services vs World","VNM 2024"
"","",.1450197,,"","Asia-Pacific JPN",.0731153,.0461701,.0113533,.0045413,.0098395,"Least restricted in VNM is Accounting services vs World","VNM 2024"
"","",.1336664,,"","Europe CZE",.0313351,.0554042,.0227066,.0045413,.0196791,"Least restricted in VNM is Accounting services vs World","VNM 2024"
"","",.1477897,,"","Africa ZAF",.1094813,.0107868,.0115933,.0108876,.0050406,"Least restricted in ZAF is Insurance vs World","ZAF 2024"
"","",.1499068,,"","Americas CHL",.0912344,.018877,.0028983,.0217753,.0151217,"Least restricted in ZAF is Insurance vs World","ZAF 2024"
"","",.1102626,,"","Asia-Pacific JPN",.0364938,.0080901,.0057967,.059882,0,"Least restricted in ZAF is Insurance vs World","ZAF 2024"
"","",.0588487,,"","Europe EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in ZAF is Insurance vs World","ZAF 2024"
"","",.3617205,,"","Asia-Pacific AUS",.2126232,.0275901,.0173528,.078574,.0255805,"Most restricted in AUS is Courier services vs World","AUS 2024"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Most restricted in AUS is Courier services vs World","AUS 2024"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Most restricted in AUS is Courier services vs World","AUS 2024"
"","",.173454,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0990277,.0145841,"Most restricted in AUS is Courier services vs World","AUS 2024"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Most restricted in AUS is Courier services vs World","AUS 2024"
"","",.2532687,,"","Europe AUT",.0597385,.0982867,.0084536,.00789,.0788999,"Most restricted in AUT is Engineering services vs World","AUT 2024"
"","",.213706,,"","Africa ZAF",.0716862,.0614292,.0253607,.00789,.0473399,"Most restricted in AUT is Engineering services vs World","AUT 2024"
"","",.1585888,,"","Americas CRI",.0358431,.0737151,.0253607,.00789,.01578,"Most restricted in AUT is Engineering services vs World","AUT 2024"
"","",.0449729,,"","Asia-Pacific JPN",.0119477,.0245717,.0084536,0,0,"Most restricted in AUT is Engineering services vs World","AUT 2024"
"","",.1011046,,"","Europe GBR",.0119477,.0491434,.0084536,0,.03156,"Most restricted in AUT is Engineering services vs World","AUT 2024"
"","",.246896,,"","Europe BEL",.0616806,.0876293,.0240323,.0147393,.0588144,"Most restricted in BEL is Computer services vs World","BEL 2024"
"","",.1570625,,"","Africa ZAF",.0771007,.0292098,.0360484,0,.0147036,"Most restricted in BEL is Computer services vs World","BEL 2024"
"","",.1366079,,"","Americas USA",.0154201,.0584196,.0480646,0,.0147036,"Most restricted in BEL is Computer services vs World","BEL 2024"
"","",.0713854,,"","Asia-Pacific JPN",.0154201,.0292098,.0120161,.0147393,0,"Most restricted in BEL is Computer services vs World","BEL 2024"
"","",.087003,,"","Europe ESP",.0308403,0,.0120161,.0147393,.0294072,"Most restricted in BEL is Computer services vs World","BEL 2024"
"","",.4948331,,"","Americas BRA",.2618915,.0330638,.0531967,.1110311,.03565,"Most restricted in BRA is Courier services vs World","BRA 2024"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Most restricted in BRA is Courier services vs World","BRA 2024"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Most restricted in BRA is Courier services vs World","BRA 2024"
"","",.173454,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0990277,.0145841,"Most restricted in BRA is Courier services vs World","BRA 2024"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Most restricted in BRA is Courier services vs World","BRA 2024"
"","",.3656873,,"","Americas CAN",.1977281,.0238059,.0500049,.0648182,.0293302,"Most restricted in CAN is Courier services vs World","CAN 2024"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Most restricted in CAN is Courier services vs World","CAN 2024"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Most restricted in CAN is Courier services vs World","CAN 2024"
"","",.173454,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0990277,.0145841,"Most restricted in CAN is Courier services vs World","CAN 2024"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Most restricted in CAN is Courier services vs World","CAN 2024"
"","",.3573706,,"","Europe CHE",.1807051,.0495957,.0404295,.0594166,.0272236,"Most restricted in CHE is Courier services vs World","CHE 2024"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Most restricted in CHE is Courier services vs World","CHE 2024"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Most restricted in CHE is Courier services vs World","CHE 2024"
"","",.173454,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0990277,.0145841,"Most restricted in CHE is Courier services vs World","CHE 2024"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Most restricted in CHE is Courier services vs World","CHE 2024"
"","",.4564016,,"","Americas CHL",.2355256,.0429697,.0248003,.1109921,.042114,"Most restricted in CHL is Courier services vs World","CHL 2024"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Most restricted in CHL is Courier services vs World","CHL 2024"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Most restricted in CHL is Courier services vs World","CHL 2024"
"","",.173454,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0990277,.0145841,"Most restricted in CHL is Courier services vs World","CHL 2024"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Most restricted in CHL is Courier services vs World","CHL 2024"
"","",.5987778,,"","Asia-Pacific CHN",.1632124,.0135011,.0112407,.4108235,0,"Most restricted in CHN is Telecommunication vs World","CHN 2024"
"","",.2533308,,"","Africa ZAF",.1248094,.0090008,.0281018,.0764323,.0149865,"Most restricted in CHN is Telecommunication vs World","CHN 2024"
"","",.14539,,"","Americas USA",.0384029,.0180015,.0337222,.0477702,.0074932,"Most restricted in CHN is Telecommunication vs World","CHN 2024"
"","",.154797,,"","Asia-Pacific AUS",.0864065,.0135011,.0112407,.0286621,.0149865,"Most restricted in CHN is Telecommunication vs World","CHN 2024"
"","",.0909985,,"","Europe ESP",.0288022,0,.0281018,.0191081,.0149865,"Most restricted in CHN is Telecommunication vs World","CHN 2024"
"","",.6277916,,"","Americas COL",.5082571,.026953,.0347395,.0184821,.03936,"Most restricted in COL is Broadcasting vs World","COL 2024"
"","",.3947121,,"","Africa ZAF",.3011894,.0059896,.0198511,.0184821,.0492,"Most restricted in COL is Broadcasting vs World","COL 2024"
"","",.1128604,,"","Americas USA",.056473,.0119791,.0148883,0,.02952,"Most restricted in COL is Broadcasting vs World","COL 2024"
"","",.1796868,,"","Asia-Pacific NZL",.112946,.0149739,.0099256,.0123214,.02952,"Most restricted in COL is Broadcasting vs World","COL 2024"
"","",.1197057,,"","Europe PRT",.056473,.0089843,.0099256,.0246428,.01968,"Most restricted in COL is Broadcasting vs World","COL 2024"
"","",.2913539,,"","Americas CRI",.150919,.0264043,.029899,.0383122,.0458193,"Most restricted in CRI is Road freight transport vs World","CRI 2024"
"","",.1606265,,"","Africa ZAF",.0411597,.0132022,.029899,0,.0763655,"Most restricted in CRI is Road freight transport vs World","CRI 2024"
"","",.1386228,,"","Americas CHL",.0274398,.0462076,0,.0191561,.0458193,"Most restricted in CRI is Road freight transport vs World","CRI 2024"
"","",.081284,,"","Asia-Pacific JPN",.0137199,.0132022,.0199327,.0191561,.0152731,"Most restricted in CRI is Road freight transport vs World","CRI 2024"
"","",.1289153,,"","Europe CZE",.0137199,.0264043,.0199327,.0383122,.0305462,"Most restricted in CRI is Road freight transport vs World","CRI 2024"
"","",.3958405,,"","Europe CZE",.25254,.0127331,.0144043,.1114147,.0047484,"Most restricted in CZE is Air transport vs World","CZE 2024"
"","",.4287344,,"","Africa ZAF",.2451123,.0084887,.0288087,.1273311,.0189936,"Most restricted in CZE is Air transport vs World","CZE 2024"
"","",.150065,,"","Americas CHL",.0148553,.0254662,0,.0954983,.0142452,"Most restricted in CZE is Air transport vs World","CZE 2024"
"","",.2181871,,"","Asia-Pacific PHL",.0297106,.0127331,.0336101,.1326366,.0094968,"Most restricted in CZE is Air transport vs World","CZE 2024"
"","",.2016076,,"","Europe GBR",.0594212,.0169775,.0096029,.1061092,.0094968,"Most restricted in CZE is Air transport vs World","CZE 2024"
"","",.2026922,,"","Europe DEU",.0411597,.0330054,.0099663,.0574683,.0610924,"Most restricted in DEU is Road freight transport vs World","DEU 2024"
"","",.1606265,,"","Africa ZAF",.0411597,.0132022,.029899,0,.0763655,"Most restricted in DEU is Road freight transport vs World","DEU 2024"
"","",.1386228,,"","Americas CHL",.0274398,.0462076,0,.0191561,.0458193,"Most restricted in DEU is Road freight transport vs World","DEU 2024"
"","",.081284,,"","Asia-Pacific JPN",.0137199,.0132022,.0199327,.0191561,.0152731,"Most restricted in DEU is Road freight transport vs World","DEU 2024"
"","",.1289153,,"","Europe CZE",.0137199,.0264043,.0199327,.0383122,.0305462,"Most restricted in DEU is Road freight transport vs World","DEU 2024"
"","",.2258607,,"","Europe DNK",.0411597,.0462076,.0199327,.0574683,.0610924,"Most restricted in DNK is Road freight transport vs World","DNK 2024"
"","",.1606265,,"","Africa ZAF",.0411597,.0132022,.029899,0,.0763655,"Most restricted in DNK is Road freight transport vs World","DNK 2024"
"","",.1386228,,"","Americas CHL",.0274398,.0462076,0,.0191561,.0458193,"Most restricted in DNK is Road freight transport vs World","DNK 2024"
"","",.081284,,"","Asia-Pacific JPN",.0137199,.0132022,.0199327,.0191561,.0152731,"Most restricted in DNK is Road freight transport vs World","DNK 2024"
"","",.1289153,,"","Europe CZE",.0137199,.0264043,.0199327,.0383122,.0305462,"Most restricted in DNK is Road freight transport vs World","DNK 2024"
"","",.3501605,,"","Europe ESP",.2302571,0,.0096029,.1008038,.0094968,"Most restricted in ESP is Air transport vs World","ESP 2024"
"","",.4287344,,"","Africa ZAF",.2451123,.0084887,.0288087,.1273311,.0189936,"Most restricted in ESP is Air transport vs World","ESP 2024"
"","",.150065,,"","Americas CHL",.0148553,.0254662,0,.0954983,.0142452,"Most restricted in ESP is Air transport vs World","ESP 2024"
"","",.2181871,,"","Asia-Pacific PHL",.0297106,.0127331,.0336101,.1326366,.0094968,"Most restricted in ESP is Air transport vs World","ESP 2024"
"","",.2016076,,"","Europe GBR",.0594212,.0169775,.0096029,.1061092,.0094968,"Most restricted in ESP is Air transport vs World","ESP 2024"
"","",.2951115,,"","Europe EST",.0202748,.1621987,.0274837,.0108132,.0743411,"Most restricted in EST is Architecture services vs World","EST 2024"
"","",.2378914,,"","Africa ZAF",.0709619,.0405497,.0412255,.0108132,.0743411,"Most restricted in EST is Architecture services vs World","EST 2024"
"","",.1432755,,"","Americas CHL",.0202748,.0486596,0,0,.0743411,"Most restricted in EST is Architecture services vs World","EST 2024"
"","",.0919126,,"","Asia-Pacific JPN",.0101374,.0324397,.0137418,.0108132,.0247804,"Most restricted in EST is Architecture services vs World","EST 2024"
"","",.1094841,,"","Europe NLD",0,.0324397,.0274837,0,.0495607,"Most restricted in EST is Architecture services vs World","EST 2024"
"","",.2283535,,"","Europe FIN",.1013363,.0316277,.0259441,.0434267,.0260186,"Most restricted in FIN is Distribution services vs World","FIN 2024"
"","",.167556,,"","Africa ZAF",.08835,.0120828,.0243345,.0193018,.0234869,"Most restricted in FIN is Distribution services vs World","FIN 2024"
"","",.1195788,,"","Americas USA",.0378643,.0241655,.0304182,.0193018,.007829,"Most restricted in FIN is Distribution services vs World","FIN 2024"
"","",.0825647,,"","Asia-Pacific JPN",.0504857,.0120828,.0121673,0,.007829,"Most restricted in FIN is Distribution services vs World","FIN 2024"
"","",.1091569,,"","Europe GBR",.0378643,.0241655,.0121673,.0193018,.015658,"Most restricted in FIN is Distribution services vs World","FIN 2024"
"","",.4664917,,"","Europe FRA",.244634,.1687131,.0182773,.0082482,.0266192,"Most restricted in FRA is Legal services vs World","FRA 2024"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Most restricted in FRA is Legal services vs World","FRA 2024"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Most restricted in FRA is Legal services vs World","FRA 2024"
"","",.1469679,,"","Asia-Pacific AUS",.0951354,.0210891,0,.0041241,.0266192,"Most restricted in FRA is Legal services vs World","FRA 2024"
"","",.1152873,,"","Europe LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Most restricted in FRA is Legal services vs World","FRA 2024"
"","",.1812063,,"","Europe GBR",.0274398,.0330054,.0099663,.0191561,.0916386,"Most restricted in GBR is Road freight transport vs World","GBR 2024"
"","",.1606265,,"","Africa ZAF",.0411597,.0132022,.029899,0,.0763655,"Most restricted in GBR is Road freight transport vs World","GBR 2024"
"","",.1386228,,"","Americas CHL",.0274398,.0462076,0,.0191561,.0458193,"Most restricted in GBR is Road freight transport vs World","GBR 2024"
"","",.081284,,"","Asia-Pacific JPN",.0137199,.0132022,.0199327,.0191561,.0152731,"Most restricted in GBR is Road freight transport vs World","GBR 2024"
"","",.1289153,,"","Europe CZE",.0137199,.0264043,.0199327,.0383122,.0305462,"Most restricted in GBR is Road freight transport vs World","GBR 2024"
"","",.4404349,,"","Europe GRC",.3261787,.0702971,.0182773,.0123723,.0133096,"Most restricted in GRC is Legal services vs World","GRC 2024"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Most restricted in GRC is Legal services vs World","GRC 2024"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Most restricted in GRC is Legal services vs World","GRC 2024"
"","",.1469679,,"","Asia-Pacific AUS",.0951354,.0210891,0,.0041241,.0266192,"Most restricted in GRC is Legal services vs World","GRC 2024"
"","",.1152873,,"","Europe LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Most restricted in GRC is Legal services vs World","GRC 2024"
"","",.7067204,,"","Europe HUN",.5436311,.1124754,.0182773,.0123723,.0199644,"Most restricted in HUN is Legal services vs World","HUN 2024"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Most restricted in HUN is Legal services vs World","HUN 2024"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Most restricted in HUN is Legal services vs World","HUN 2024"
"","",.1469679,,"","Asia-Pacific AUS",.0951354,.0210891,0,.0041241,.0266192,"Most restricted in HUN is Legal services vs World","HUN 2024"
"","",.1152873,,"","Europe LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Most restricted in HUN is Legal services vs World","HUN 2024"
"","",.5297646,,"","Asia-Pacific IDN",.4470487,.018877,.0202883,.0435506,0,"Most restricted in IDN is Insurance vs World","IDN 2024"
"","",.1477897,,"","Africa ZAF",.1094813,.0107868,.0115933,.0108876,.0050406,"Most restricted in IDN is Insurance vs World","IDN 2024"
"","",.1499068,,"","Americas CHL",.0912344,.018877,.0028983,.0217753,.0151217,"Most restricted in IDN is Insurance vs World","IDN 2024"
"","",.1102626,,"","Asia-Pacific JPN",.0364938,.0080901,.0057967,.059882,0,"Most restricted in IDN is Insurance vs World","IDN 2024"
"","",.0588487,,"","Europe EST",.0182469,.018877,.0057967,.0108876,.0050406,"Most restricted in IDN is Insurance vs World","IDN 2024"
"","",1,,"","Asia-Pacific IND",.5533699,.0948081,.0490164,.2495969,.0532086,"Most restricted in IND is Rail freight transport vs World","IND 2024"
"","",.2670107,,"","Africa ZAF",.1006127,.013544,.0183812,.1247984,.0096743,"Most restricted in IND is Rail freight transport vs World","IND 2024"
"","",.1257659,,"","Americas CAN",.0503064,.013544,.0245082,.027733,.0096743,"Most restricted in IND is Rail freight transport vs World","IND 2024"
"","",.1415672,,"","Asia-Pacific AUS",.0838439,.020316,0,.027733,.0096743,"Most restricted in IND is Rail freight transport vs World","IND 2024"
"","",.0935182,,"","Europe NLD",.0167688,.027088,.0122541,.027733,.0096743,"Most restricted in IND is Rail freight transport vs World","IND 2024"
"","",.3825503,,"","Europe IRL",.2228294,.0297106,.0144043,.1061092,.0094968,"Most restricted in IRL is Air transport vs World","IRL 2024"
"","",.4287344,,"","Africa ZAF",.2451123,.0084887,.0288087,.1273311,.0189936,"Most restricted in IRL is Air transport vs World","IRL 2024"
"","",.150065,,"","Americas CHL",.0148553,.0254662,0,.0954983,.0142452,"Most restricted in IRL is Air transport vs World","IRL 2024"
"","",.2181871,,"","Asia-Pacific PHL",.0297106,.0127331,.0336101,.1326366,.0094968,"Most restricted in IRL is Air transport vs World","IRL 2024"
"","",.2016076,,"","Europe GBR",.0594212,.0169775,.0096029,.1061092,.0094968,"Most restricted in IRL is Air transport vs World","IRL 2024"
"","",.4400447,,"","Europe ISL",.1298199,.1697019,.0460881,.0272866,.0671482,"Most restricted in ISL is Construction vs World","ISL 2024"
"","",.183742,,"","Africa ZAF",.0590091,.0282837,.0460881,0,.0503612,"Most restricted in ISL is Construction vs World","ISL 2024"
"","",.1686234,,"","Americas CRI",.0118018,.084851,.0460881,.0090955,.0167871,"Most restricted in ISL is Construction vs World","ISL 2024"
"","",.1320582,,"","Asia-Pacific JPN",.0236036,.0565673,.0092176,.0090955,.0335741,"Most restricted in ISL is Construction vs World","ISL 2024"
"","",.1085767,,"","Europe NLD",0,.0565673,.0184352,0,.0335741,"Most restricted in ISL is Construction vs World","ISL 2024"
