Sector_name,country_here,stri_score,stri_score_intraeea,Grid
Accounting services,LVA,0.13729941844940186,0.04511050507426262,STRI2023
Commercial banking,LVA,0.14295533299446106,0.028865978121757507,STRI2023
Insurance,LVA,0.1427743285894394,0.009123443625867367,STRI2023
Physical infrastructure services,LVA,,,STRI2023
Construction,LVA,0.1481534242630005,0.023237358778715134,STRI2023
Architecture services,LVA,0.15927010774612427,0.06306306272745132,STRI2023
Engineering services,LVA,0.13255184888839722,0.007889990694820881,STRI2023
Digital network,NLD,,,STRI2023
Computer services,NLD,0.14106881618499756,0.0,STRI2023
Telecommunication,NLD,0.1289135366678238,0.0361553430557251,STRI2023
Broadcasting,NLD,0.1381877362728119,0.028322067111730576,STRI2023
Motion pictures,NLD,0.11240575462579727,0.005091549828648567,STRI2023
Sound recording,NLD,0.11693592369556427,0.006594131235033274,STRI2023
Logistics and related services,NLD,,,STRI2023
Air transport,NLD,0.38361144065856934,0.14112529158592224,STRI2023
Maritime transport,NLD,0.14420880377292633,0.015008156187832355,STRI2023
Road freight transport,NLD,0.16010871529579163,0.01527310349047184,STRI2023
Rail freight transport,NLD,0.09029345214366913,0.027732988819479942,STRI2023
Courier services,NLD,0.06976135075092316,0.009002520702779293,STRI2023
Distribution services,NLD,0.1405414491891861,0.07646790146827698,STRI2023
Cargo-handling,NLD,0.12769190967082977,0.01646820269525051,STRI2023
Storage and warehouse,NLD,0.12906143069267273,0.03170648217201233,STRI2023
Freight-forwarding,NLD,0.11999999731779099,0.0,STRI2023
Customs brokerage,NLD,0.09348441660404205,0.018413597717881203,STRI2023
Market bridging and supporting services,NLD,,,STRI2023
Legal services,NLD,0.17649264633655548,0.06139282137155533,STRI2023
Accounting services,NLD,0.17650620639324188,0.07871631532907486,STRI2023
Commercial banking,NLD,0.15257732570171356,0.043986253440380096,STRI2023
Insurance,NLD,0.0757598727941513,0.025454912334680557,STRI2023
Physical infrastructure services,NLD,,,STRI2023
Construction,NLD,0.13686031103134155,0.0,STRI2023
Architecture services,NLD,0.14597882330417633,0.07276506721973419,STRI2023
Engineering services,NLD,0.12218214571475983,0.0,STRI2023
Digital network,NOR,,,STRI2023
Computer services,NOR,0.21748876571655273,0.01473934669047594,STRI2023
Telecommunication,NOR,0.21930159628391266,0.0764789804816246,STRI2023
Broadcasting,NOR,0.263112872838974,0.06810986995697021,STRI2023
Motion pictures,NOR,0.18123957514762878,0.010183099657297134,STRI2023
Sound recording,NOR,0.19826354086399078,0.01978239417076111,STRI2023
Logistics and related services,NOR,,,STRI2023
Air transport,NOR,0.523171603679657,0.13581982254981995,STRI2023
Maritime transport,NOR,0.2205546647310257,0.03001631237566471,STRI2023
Road freight transport,NOR,0.2658555507659912,0.06730519980192184,STRI2023
Rail freight transport,NOR,0.24508224427700043,0.07223476469516754,STRI2023
Courier services,NOR,0.24162766337394714,0.07365699112415314,STRI2023
Distribution services,NOR,0.21480883657932281,0.08199970424175262,STRI2023
Cargo-handling,NOR,0.2761591374874115,0.09399544447660446,STRI2023
Storage and warehouse,NOR,0.23445391654968262,0.09511945396661758,STRI2023
Freight-forwarding,NOR,0.1878787875175476,0.009696969762444496,STRI2023
Customs brokerage,NOR,0.1673748791217804,0.0292728990316391,STRI2023
Market bridging and supporting services,NOR,,,STRI2023
Legal services,NOR,0.21979565918445587,0.02886868640780449,STRI2023
Accounting services,NOR,0.30033305287361145,0.09370268881320953,STRI2023
Commercial banking,NOR,0.2618556320667267,0.0536082461476326,STRI2023
Insurance,NOR,0.29021117091178894,0.03825797513127327,STRI2023
Physical infrastructure services,NOR,,,STRI2023
Construction,NOR,0.21147623658180237,0.01819106750190258,STRI2023
Architecture services,NOR,0.17706690728664398,0.06306306272745132,STRI2023
Engineering services,NOR,0.17786292731761932,0.007889990694820881,STRI2023
Digital network,POL,,,STRI2023
Computer services,POL,0.18664845824241638,0.01473934669047594,STRI2023
Telecommunication,POL,0.14071513712406158,0.026601307094097137,STRI2023
Broadcasting,POL,0.3967656195163727,0.04226918891072273,STRI2023
Motion pictures,POL,0.1775188446044922,0.010183099657297134,STRI2023
Sound recording,POL,0.1740850806236267,0.013188262470066547,STRI2023
Logistics and related services,POL,,,STRI2023
Air transport,POL,0.422871857881546,0.15173621475696564,STRI2023
Maritime transport,POL,0.2068515568971634,0.0375203900039196,STRI2023
Road freight transport,POL,0.19686771929264069,0.038312193006277084,STRI2023
Rail freight transport,POL,0.1960657835006714,0.08610125631093979,STRI2023
Courier services,POL,0.20470094680786133,0.04087144508957863,STRI2023
Distribution services,POL,0.1821155846118927,0.09279918670654297,STRI2023
Cargo-handling,POL,0.1841905117034912,0.03749683499336243,STRI2023
Storage and warehouse,POL,0.17104095220565796,0.04569965600967407,STRI2023
Freight-forwarding,POL,0.1539393961429596,0.004848484881222248,STRI2023
Customs brokerage,POL,0.13574126362800598,0.023843247443437576,STRI2023
Market bridging and supporting services,POL,,,STRI2023
Legal services,POL,1.0,0.12400412559509277,STRI2023
Accounting services,POL,0.2643051743507385,0.0543445348739624,STRI2023
Commercial banking,POL,0.1780068576335907,0.057731956243515015,STRI2023
Insurance,POL,0.1662130057811737,0.03089873492717743,STRI2023
Physical infrastructure services,POL,,,STRI2023
Construction,POL,0.2879845201969147,0.023237358778715134,STRI2023
Architecture services,POL,0.29578733444213867,0.08246707916259766,STRI2023
Engineering services,POL,0.32980161905288696,0.020175833255052567,STRI2023
Digital network,PRT,,,STRI2023
Computer services,PRT,0.12813019752502441,0.01473934669047594,STRI2023
Telecommunication,PRT,0.1071738749742508,0.00955403596162796,STRI2023
Broadcasting,PRT,0.11970565468072891,0.05826987326145172,STRI2023
Motion pictures,PRT,0.0784294530749321,0.010183099657297134,STRI2023
Sound recording,PRT,0.12100230157375336,0.013188262470066547,STRI2023
Logistics and related services,PRT,,,STRI2023
Air transport,PRT,0.39159613847732544,0.16659151017665863,STRI2023
Maritime transport,PRT,0.16019576787948608,0.04893964156508446,STRI2023
Road freight transport,PRT,0.1579083651304245,0.03442919999361038,STRI2023
Rail freight transport,PRT,0.11738148331642151,0.04159948229789734,STRI2023
Courier services,PRT,0.09739091247320175,0.03673028200864792,STRI2023
Distribution services,PRT,0.13937701284885406,0.07646790146827698,STRI2023
Cargo-handling,PRT,0.1256650686264038,0.025842411443591118,STRI2023
Storage and warehouse,PRT,0.1324744075536728,0.05433446913957596,STRI2023
Freight-forwarding,PRT,0.1321212202310562,0.031515151262283325,STRI2023
Customs brokerage,PRT,0.13692162930965424,0.05193578824400902,STRI2023
Market bridging and supporting services,PRT,,,STRI2023
Legal services,PRT,0.3565470278263092,0.08323179185390472,STRI2023
Accounting services,PRT,0.29972752928733826,0.08446866273880005,STRI2023
Commercial banking,PRT,0.15738831460475922,0.0632302388548851,STRI2023
Insurance,PRT,0.1693129539489746,0.014567266218364239,STRI2023
Physical infrastructure services,PRT,,,STRI2023
Construction,PRT,0.18339605629444122,0.023237358778715134,STRI2023
Architecture services,PRT,0.12998422980308533,0.07137907296419144,STRI2023
Engineering services,PRT,0.29824164509773254,0.020175833255052567,STRI2023
Digital network,SVK,,,STRI2023
Computer services,SVK,0.14364905655384064,0.01473934669047594,STRI2023
Telecommunication,SVK,0.15146911144256592,0.0361553430557251,STRI2023
Broadcasting,SVK,0.20869342982769012,0.044408317655324936,STRI2023
Motion pictures,SVK,0.1361989676952362,0.023401547223329544,STRI2023
Sound recording,SVK,0.13759753108024597,0.013188262470066547,STRI2023
Logistics and related services,SVK,,,STRI2023
Air transport,SVK,0.4160012900829315,0.14112529158592224,STRI2023
Road freight transport,SVK,0.17874708771705627,0.019156096503138542,STRI2023
Rail freight transport,SVK,0.17865204811096191,0.06933247298002243,STRI2023
Courier services,SVK,0.15135692059993744,0.03186892345547676,STRI2023
Distribution services,SVK,0.11577916145324707,0.04454466700553894,STRI2023
Cargo-handling,SVK,0.11071700602769852,0.0032936406787484884,STRI2023
Storage and warehouse,SVK,0.13559727370738983,0.03170648217201233,STRI2023
Freight-forwarding,SVK,0.11878788471221924,0.004848484881222248,STRI2023
Customs brokerage,SVK,0.13007554411888123,0.023843247443437576,STRI2023
Market bridging and supporting services,SVK,,,STRI2023
Legal services,SVK,0.2759396433830261,0.1417189985513687,STRI2023
Accounting services,SVK,0.14592793583869934,0.06418407708406448,STRI2023
Commercial banking,SVK,0.14295533299446106,0.028865978121757507,STRI2023
Insurance,SVK,0.11810070276260376,0.009123443625867367,STRI2023
Physical infrastructure services,SVK,,,STRI2023
Construction,SVK,0.19784311950206757,0.023237358778715134,STRI2023
Architecture services,SVK,0.39198020100593567,0.10256410390138626,STRI2023
Engineering services,SVK,0.4693417549133301,0.05601893737912178,STRI2023
Digital network,SVN,,,STRI2023
Computer services,SVN,0.2165747880935669,0.01473934669047594,STRI2023
Telecommunication,SVN,0.19762614369392395,0.04570937901735306,STRI2023
Broadcasting,SVN,0.2207581102848053,0.048429880291223526,STRI2023
Motion pictures,SVN,0.20865562558174133,0.07353372871875763,STRI2023
Sound recording,SVN,0.22057369351387024,0.031212221831083298,STRI2023
Logistics and related services,SVN,,,STRI2023
Air transport,SVN,0.39477941393852234,0.14112529158592224,STRI2023
Maritime transport,SVN,0.3415986895561218,0.09070146828889847,STRI2023
Road freight transport,SVN,0.22378979623317719,0.053585298359394073,STRI2023
Rail freight transport,SVN,0.224443718791008,0.08610125631093979,STRI2023
Courier services,SVN,0.1811143457889557,0.05151078850030899,STRI2023
Distribution services,SVN,0.17909225821495056,0.07290063053369522,STRI2023
Cargo-handling,SVN,0.23435521125793457,0.0825943797826767,STRI2023
Storage and warehouse,SVN,0.23930034041404724,0.0975767970085144,STRI2023
Freight-forwarding,SVN,0.20606058835983276,0.01818181946873665,STRI2023
Customs brokerage,SVN,0.17398488521575928,0.035174690186977386,STRI2023
Market bridging and supporting services,SVN,,,STRI2023
Legal services,SVN,0.4830818474292755,0.08735588937997818,STRI2023
Accounting services,SVN,0.30759915709495544,0.06933090835809708,STRI2023
Commercial banking,SVN,0.1993127018213272,0.0536082461476326,STRI2023
Insurance,SVN,0.13355007767677307,0.05282524228096008,STRI2023
Physical infrastructure services,SVN,,,STRI2023
Construction,SVN,0.26122698187828064,0.03503917157649994,STRI2023
Architecture services,SVN,0.32619959115982056,0.08246707916259766,STRI2023
Engineering services,SVN,0.3656447231769562,0.020175833255052567,STRI2023
Digital network,SWE,,,STRI2023
Computer services,SWE,0.20369912683963776,0.01473934669047594,STRI2023
Telecommunication,SWE,0.14337590336799622,0.01910807192325592,STRI2023
Broadcasting,SWE,0.21271497011184692,0.05330709367990494,STRI2023
Motion pictures,SWE,0.17516890168190002,0.010183099657297134,STRI2023
Sound recording,SWE,0.15584130585193634,0.013188262470066547,STRI2023
Logistics and related services,SWE,,,STRI2023
Air transport,SWE,0.40165001153945923,0.13051436841487885,STRI2023
Maritime transport,SWE,0.30375203490257263,0.06851549446582794,STRI2023
Road freight transport,SWE,0.20566916465759277,0.019156096503138542,STRI2023
Rail freight transport,SWE,0.22863593697547913,0.07223476469516754,STRI2023
Courier services,SWE,0.18992044031620026,0.04087144508957863,STRI2023
Distribution services,SWE,0.19327326118946075,0.07565410435199738,STRI2023
Cargo-handling,SWE,0.23562198877334595,0.05852546542882919,STRI2023
Storage and warehouse,SWE,0.1826450526714325,0.03170648217201233,STRI2023
Freight-forwarding,SWE,0.1733333319425583,0.004848484881222248,STRI2023
Customs brokerage,SWE,0.20089708268642426,0.023843247443437576,STRI2023
Market bridging and supporting services,SWE,,,STRI2023
Legal services,SWE,0.14678040146827698,0.01771487481892109,STRI2023
Accounting services,SWE,0.297456830739975,0.07462912797927856,STRI2023
Commercial banking,SWE,0.21030928194522858,0.03848797082901001,STRI2023
Insurance,SWE,0.2256162017583847,0.020011089742183685,STRI2023
Physical infrastructure services,SWE,,,STRI2023
Construction,SWE,0.19757859408855438,0.029992878437042236,STRI2023
Architecture services,SWE,0.17098446190357208,0.06306306272745132,STRI2023
Engineering services,SWE,0.16523894667625427,0.007889990694820881,STRI2023
Digital network,AUT,,,STRI2024
Computer services,AUT,0.21949544548988342,0.05960244685411453,STRI2024
Telecommunication,AUT,0.18839077651500702,0.06280334293842316,STRI2024
Broadcasting,AUT,0.34833577275276184,0.06810986995697021,STRI2024
Motion pictures,AUT,0.1822187304496765,0.021345343440771103,STRI2024
Sound recording,AUT,0.21057260036468506,0.022200241684913635,STRI2024
Logistics and related services,AUT,,,STRI2024
Air transport,AUT,0.37557366490364075,0.13526275753974915,STRI2024
Road freight transport,AUT,0.21589437127113342,0.07274138927459717,STRI2024
Rail freight transport,AUT,0.17188003659248352,0.077071912586689,STRI2024
Courier services,AUT,0.1203555166721344,0.045732803642749786,STRI2024
Distribution services,AUT,0.1826348900794983,0.08959853649139404,STRI2024
Cargo-handling,AUT,0.19077780842781067,0.03699012100696564,STRI2024
Storage and warehouse,AUT,0.24332764744758606,0.09117747098207474,STRI2024
Freight-forwarding,AUT,0.23636363446712494,0.05090909078717232,STRI2024
Customs brokerage,AUT,0.18460813164710999,0.046506136655807495,STRI2024
Market bridging and supporting services,AUT,,,STRI2024
Legal services,AUT,0.38110411167144775,0.05323835462331772,STRI2024
Accounting services,AUT,0.2904934883117676,0.1139872819185257,STRI2024
Commercial banking,AUT,0.1683848798274994,0.04948453605175018,STRI2024
Insurance,AUT,0.2012450098991394,0.019204597920179367,STRI2024
Physical infrastructure services,AUT,,,STRI2024
Construction,AUT,0.19361074268817902,0.04002441465854645,STRI2024
Architecture services,AUT,0.2707322835922241,0.12797412276268005,STRI2024
Engineering services,AUT,0.25326868891716003,0.07179892063140869,STRI2024
Digital network,BEL,,,STRI2024
Computer services,BEL,0.24689598381519318,0.04414655640721321,STRI2024
Telecommunication,BEL,0.22478073835372925,0.07235737890005112,STRI2024
Broadcasting,BEL,0.21468298137187958,0.06810986995697021,STRI2024
Motion pictures,BEL,0.1947517693042755,0.03250758722424507,STRI2024
Sound recording,BEL,0.22398065030574799,0.05044510215520859,STRI2024
Logistics and related services,BEL,,,STRI2024
Air transport,BEL,0.42281877994537354,0.15062206983566284,STRI2024
Maritime transport,BEL,0.25089722871780396,0.029690049588680267,STRI2024
Road freight transport,BEL,0.22909654676914215,0.06885839998722076,STRI2024
Rail freight transport,BEL,0.20154787600040436,0.051273781806230545,STRI2024
Courier services,BEL,0.2292041778564453,0.07023603469133377,STRI2024
Distribution services,BEL,0.18812265992164612,0.07356338202953339,STRI2024
Cargo-handling,BEL,0.23207500576972961,0.04991132766008377,STRI2024
Storage and warehouse,BEL,0.21897611021995544,0.06564846634864807,STRI2024
Freight-forwarding,BEL,0.22303028404712677,0.0448484867811203,STRI2024
Customs brokerage,BEL,0.20656278729438782,0.057837583124637604,STRI2024
Market bridging and supporting services,BEL,,,STRI2024
Legal services,BEL,0.1923329383134842,0.06935983151197433,STRI2024
Accounting services,BEL,0.3487738370895386,0.1099000871181488,STRI2024
Commercial banking,BEL,0.20756013691425323,0.059106528759002686,STRI2024
Insurance,BEL,0.11046423763036728,0.02464842051267624,STRI2024
Physical infrastructure services,BEL,,,STRI2024
Construction,BEL,0.22673720121383667,0.04266965016722679,STRI2024
Architecture services,BEL,0.28921228647232056,0.16447216272354126,STRI2024
Engineering services,BEL,0.20942288637161255,0.03944995254278183,STRI2024
Digital network,CZE,,,STRI2024
Computer services,CZE,0.12813019752502441,0.01473934669047594,STRI2024
Telecommunication,CZE,0.1504436880350113,0.05732421576976776,STRI2024
Broadcasting,CZE,0.15829554200172424,0.048429880291223526,STRI2024
Motion pictures,CZE,0.08959169685840607,0.010183099657297134,STRI2024
Sound recording,CZE,0.10638532042503357,0.013188262470066547,STRI2024
Logistics and related services,CZE,,,STRI2024
Air transport,CZE,0.39584049582481384,0.14112529158592224,STRI2024
Road freight transport,CZE,0.12891533970832825,0.038312193006277084,STRI2024
Rail freight transport,CZE,0.15672363340854645,0.06933247298002243,STRI2024
Courier services,CZE,0.0966707095503807,0.03601008281111717,STRI2024
Distribution services,CZE,0.13032285869121552,0.07349737733602524,STRI2024
Cargo-handling,CZE,0.09830250591039658,0.0339498370885849,STRI2024
Storage and warehouse,CZE,0.09317406266927719,0.043020475655794144,STRI2024
Freight-forwarding,CZE,0.0896969735622406,0.01818181946873665,STRI2024
Customs brokerage,CZE,0.09324833750724792,0.035174690186977386,STRI2024
Market bridging and supporting services,CZE,,,STRI2024
Legal services,CZE,0.2536320388317108,0.15118567645549774,STRI2024
Accounting services,CZE,0.13366636633872986,0.06418407708406448,STRI2024
Commercial banking,CZE,0.08865979313850403,0.019243985414505005,STRI2024
Insurance,CZE,0.0975099503993988,0.009123443625867367,STRI2024
Physical infrastructure services,CZE,,,STRI2024
Construction,CZE,0.15775765478610992,0.023237358778715134,STRI2024
Architecture services,CZE,0.1503811478614807,0.07137907296419144,STRI2024
Engineering services,CZE,0.15430568158626556,0.020175833255052567,STRI2024
Digital network,DEU,,,STRI2024
Computer services,DEU,0.16016188263893127,0.02947869338095188,STRI2024
Telecommunication,DEU,0.11855409294366837,0.02866210788488388,STRI2024
Broadcasting,DEU,0.1701035350561142,0.04346710070967674,STRI2024
Motion pictures,DEU,0.13649269938468933,0.015274649485945702,STRI2024
Sound recording,DEU,0.12199142575263977,0.013188262470066547,STRI2024
Logistics and related services,DEU,,,STRI2024
Air transport,DEU,0.37294745445251465,0.14112529158592224,STRI2024
Maritime transport,DEU,0.16215333342552185,0.02251223474740982,STRI2024
Road freight transport,DEU,0.2026922106742859,0.07274138927459717,STRI2024
Rail freight transport,DEU,0.16639792919158936,0.06933247298002243,STRI2024
Courier services,DEU,0.10235048085451126,0.022866401821374893,STRI2024
Distribution services,DEU,0.15058843791484833,0.06681700050830841,STRI2024
Cargo-handling,DEU,0.12845198810100555,0.01646820269525051,STRI2024
Storage and warehouse,DEU,0.14238907396793365,0.04056314006447792,STRI2024
Freight-forwarding,DEU,0.13090908527374268,0.009696969762444496,STRI2024
Customs brokerage,DEU,0.11945230513811111,0.023843247443437576,STRI2024
Market bridging and supporting services,DEU,,,STRI2024
Legal services,DEU,0.18820883333683014,0.07788921147584915,STRI2024
Accounting services,DEU,0.1721162497997284,0.0543445348739624,STRI2024
Commercial banking,DEU,0.13951890170574188,0.0632302388548851,STRI2024
Insurance,DEU,0.10449114441871643,0.009123443625867367,STRI2024
Physical infrastructure services,DEU,,,STRI2024
Construction,DEU,0.153077632188797,0.00909553375095129,STRI2024
Architecture services,DEU,0.16054517030715942,0.10395010560750961,STRI2024
Engineering services,DEU,0.16095580160617828,0.04790351539850235,STRI2024
Digital network,DNK,,,STRI2024
Computer services,DNK,0.18664845824241638,0.01473934669047594,STRI2024
Telecommunication,DNK,0.12362117320299149,0.01910807192325592,STRI2024
Broadcasting,DNK,0.16231709718704224,0.048429880291223526,STRI2024
Motion pictures,DNK,0.11514735966920853,0.010183099657297134,STRI2024
Sound recording,DNK,0.15737992525100708,0.013188262470066547,STRI2024
Logistics and related services,DNK,,,STRI2024
Air transport,DNK,0.38042816519737244,0.13051436841487885,STRI2024
Maritime transport,DNK,0.23360523581504822,0.037846654653549194,STRI2024
Road freight transport,DNK,0.22586071491241455,0.053585298359394073,STRI2024
Rail freight transport,DNK,0.17220251262187958,0.04159948229789734,STRI2024
Courier services,DNK,0.13513602316379547,0.054735325276851654,STRI2024
Distribution services,DNK,0.12435275316238403,0.0415741391479969,STRI2024
Cargo-handling,DNK,0.1355459839105606,0.006587281357496977,STRI2024
Storage and warehouse,DNK,0.15191125869750977,0.04056314006447792,STRI2024
Freight-forwarding,DNK,0.13939394056797028,0.004848484881222248,STRI2024
Customs brokerage,DNK,0.13574126362800598,0.023843247443437576,STRI2024
Market bridging and supporting services,DNK,,,STRI2024
Legal services,DNK,0.22495080530643463,0.06017433851957321,STRI2024
Accounting services,DNK,0.23145624995231628,0.06418407708406448,STRI2024
Commercial banking,DNK,0.18694157898426056,0.04810996353626251,STRI2024
Insurance,DNK,0.15802206099033356,0.020011089742183685,STRI2024
Physical infrastructure services,DNK,,,STRI2024
Construction,DNK,0.18604131042957306,0.023237358778715134,STRI2024
Architecture services,DNK,0.1503811478614807,0.06306306272745132,STRI2024
Engineering services,DNK,0.1420198380947113,0.007889990694820881,STRI2024
Digital network,ESP,,,STRI2024
Computer services,ESP,0.08700299263000488,0.01473934669047594,STRI2024
Telecommunication,ESP,0.09099854528903961,0.01910807192325592,STRI2024
Broadcasting,ESP,0.18969795107841492,0.04226918891072273,STRI2024
Motion pictures,ESP,0.09859982132911682,0.010183099657297134,STRI2024
Sound recording,ESP,0.07649192214012146,0.013188262470066547,STRI2024
Logistics and related services,ESP,,,STRI2024
Air transport,ESP,0.35016050934791565,0.13051436841487885,STRI2024
Maritime transport,ESP,0.13311582803726196,0.04567699879407883,STRI2024
Road freight transport,ESP,0.15713176131248474,0.053585298359394073,STRI2024
Rail freight transport,ESP,0.15898096561431885,0.06933247298002243,STRI2024
Courier services,ESP,0.1201590970158577,0.04087144508957863,STRI2024
Distribution services,ESP,0.1276029497385025,0.08199970424175262,STRI2024
Cargo-handling,ESP,0.08588802069425583,0.01950848661363125,STRI2024
Storage and warehouse,ESP,0.10522184520959854,0.043020475655794144,STRI2024
Freight-forwarding,ESP,0.09939394146203995,0.023030303418636322,STRI2024
Customs brokerage,ESP,0.1215769574046135,0.035174690186977386,STRI2024
Market bridging and supporting services,ESP,,,STRI2024
Legal services,ESP,0.21285967528820038,0.056050240993499756,STRI2024
Accounting services,ESP,0.2282773107290268,0.06418407708406448,STRI2024
Commercial banking,ESP,0.06116838753223419,0.009621992707252502,STRI2024
Insurance,ESP,0.1405060738325119,0.025454912334680557,STRI2024
Physical infrastructure services,ESP,,,STRI2024
Construction,ESP,0.12056159973144531,0.023237358778715134,STRI2024
Architecture services,ESP,0.15130515396595,0.09216909110546112,STRI2024
Engineering services,ESP,0.1237601488828659,0.04407123476266861,STRI2024
Digital network,EST,,,STRI2024
Computer services,EST,0.15815523266792297,0.01473934669047594,STRI2024
Telecommunication,EST,0.14337590336799622,0.02866210788488388,STRI2024
Broadcasting,EST,0.1967998594045639,0.05707196146249771,STRI2024
Motion pictures,EST,0.14109468460083008,0.023401547223329544,STRI2024
Sound recording,EST,0.14891746640205383,0.013188262470066547,STRI2024
Logistics and related services,EST,,,STRI2024
Air transport,EST,0.38522955775260925,0.13581982254981995,STRI2024
Maritime transport,EST,0.2815660536289215,0.05318107455968857,STRI2024
Road freight transport,EST,0.18431270122528076,0.053585298359394073,STRI2024
Rail freight transport,EST,0.224443718791008,0.055465977638959885,STRI2024
Courier services,EST,0.145873561501503,0.045732803642749786,STRI2024
Distribution services,EST,0.13207347691059113,0.04454466700553894,STRI2024
Cargo-handling,EST,0.14720040559768677,0.013174562714993954,STRI2024
Storage and warehouse,EST,0.13107508420944214,0.022849828004837036,STRI2024
Freight-forwarding,EST,0.15272727608680725,0.004848484881222248,STRI2024
Customs brokerage,EST,0.12865911424160004,0.023843247443437576,STRI2024
Market bridging and supporting services,EST,,,STRI2024
Legal services,EST,0.4143781363964081,0.0519261434674263,STRI2024
Accounting services,EST,0.27414470911026,0.0543445348739624,STRI2024
Commercial banking,EST,0.1628865897655487,0.03848797082901001,STRI2024
Insurance,EST,0.058848731219768524,0.014567266218364239,STRI2024
Physical infrastructure services,EST,,,STRI2024
Construction,EST,0.24291381239891052,0.04002441465854645,STRI2024
Architecture services,EST,0.3026103079319,0.09678909927606583,STRI2024
Engineering services,EST,0.15047340095043182,0.007889990694820881,STRI2024
Digital network,FIN,,,STRI2024
Computer services,FIN,0.21830400824546814,0.01473934669047594,STRI2024
Telecommunication,FIN,0.17658507823944092,0.03821614384651184,STRI2024
Broadcasting,FIN,0.24445965886116028,0.05826987326145172,STRI2024
Motion pictures,FIN,0.19671006500720978,0.010183099657297134,STRI2024
Sound recording,FIN,0.19683480262756348,0.013188262470066547,STRI2024
Logistics and related services,FIN,,,STRI2024
Air transport,FIN,0.4313605725765228,0.15598058700561523,STRI2024
Maritime transport,FIN,0.2590538263320923,0.037846654653549194,STRI2024
Road freight transport,FIN,0.2451462596654892,0.08646129816770554,STRI2024
Rail freight transport,FIN,0.24927443265914917,0.07223476469516754,STRI2024
Courier services,FIN,0.20966053009033203,0.0556519478559494,STRI2024
Distribution services,FIN,0.22835347056388855,0.08502130210399628,STRI2024
Cargo-handling,FIN,0.25513046979904175,0.0729668140411377,STRI2024
Storage and warehouse,FIN,0.23407849669456482,0.08626279979944229,STRI2024
Freight-forwarding,FIN,0.19151514768600464,0.024242423474788666,STRI2024
Customs brokerage,FIN,0.19381491839885712,0.023843247443437576,STRI2024
Market bridging and supporting services,FIN,,,STRI2024
Legal services,FIN,0.1266285479068756,0.004124097991734743,STRI2024
Accounting services,FIN,0.21298818290233612,0.06418407708406448,STRI2024
Commercial banking,FIN,0.22199313342571259,0.028865978121757507,STRI2024
Insurance,FIN,0.24106557667255402,0.009123443625867367,STRI2024
Physical infrastructure services,FIN,,,STRI2024
Construction,FIN,0.19082307815551758,0.00909553375095129,STRI2024
Architecture services,FIN,0.18364518880844116,0.06306306272745132,STRI2024
Engineering services,FIN,0.17752477526664734,0.007889990694820881,STRI2024
Digital network,FRA,,,STRI2024
Computer services,FRA,0.15934662520885468,0.02947869338095188,STRI2024
Telecommunication,FRA,0.16131730377674103,0.05732421576976776,STRI2024
Broadcasting,FRA,0.20193377137184143,0.048429880291223526,STRI2024
Motion pictures,FRA,0.22579064965248108,0.06472143530845642,STRI2024
Sound recording,FRA,0.1528739333152771,0.013188262470066547,STRI2024
Logistics and related services,FRA,,,STRI2024
Air transport,FRA,0.37981799244880676,0.14643074572086334,STRI2024
Maritime transport,FRA,0.1977161467075348,0.04502446949481964,STRI2024
Road freight transport,FRA,0.22133055329322815,0.07662438601255417,STRI2024
Rail freight transport,FRA,0.2018703669309616,0.09996774792671204,STRI2024
Courier services,FRA,0.10081186890602112,0.03601008281111717,STRI2024
Distribution services,FRA,0.21705159544944763,0.11804204434156418,STRI2024
Cargo-handling,FRA,0.13833290338516235,0.05041804164648056,STRI2024
Storage and warehouse,FRA,0.17447099089622498,0.09244027733802795,STRI2024
Freight-forwarding,FRA,0.14181816577911377,0.023030303418636322,STRI2024
Customs brokerage,FRA,0.12204910814762115,0.04060434550046921,STRI2024
Market bridging and supporting services,FRA,,,STRI2024
Legal services,FRA,0.46649169921875,0.11041335016489029,STRI2024
Accounting services,FRA,0.38086584210395813,0.09551922231912613,STRI2024
Commercial banking,FRA,0.16013745963573456,0.0632302388548851,STRI2024
Insurance,FRA,0.09698069095611572,0.03049548901617527,STRI2024
Physical infrastructure services,FRA,,,STRI2024
Construction,FRA,0.1770678460597992,0.01819106750190258,STRI2024
Architecture services,FRA,0.3162393271923065,0.13074612617492676,STRI2024
Engineering services,FRA,0.12917041778564453,0.015779981389641762,STRI2024
Digital network,GRC,,,STRI2024
Computer services,GRC,0.22711360454559326,0.01473934669047594,STRI2024
Telecommunication,GRC,0.20135146379470825,0.04570937901735306,STRI2024
Broadcasting,GRC,0.25738000869750977,0.05339265987277031,STRI2024
Motion pictures,GRC,0.16890236735343933,0.010183099657297134,STRI2024
Sound recording,GRC,0.2121112197637558,0.013188262470066547,STRI2024
Logistics and related services,GRC,,,STRI2024
Air transport,GRC,0.3943284749984741,0.13051436841487885,STRI2024
Maritime transport,GRC,0.3200652599334717,0.04828711226582527,STRI2024
Road freight transport,GRC,0.22055396437644958,0.053585298359394073,STRI2024
Rail freight transport,GRC,0.16317316889762878,0.04159948229789734,STRI2024
Courier services,GRC,0.18173635005950928,0.03601008281111717,STRI2024
Distribution services,GRC,0.24467617273330688,0.10171076655387878,STRI2024
Cargo-handling,GRC,0.18545731902122498,0.01950848661363125,STRI2024
